Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1954.31132,2155.44997,2330.47737,2508.47431,2734.93009,2865.24485,3044.8456,3237.27315,3413.49358,3657.20794,4044.42068,4834.74049,5884.77524,7855.91887,9004.7886,10328.1089,10864.9712,11643.6467,16282.1932,18265.5589,19393.8805,17665.0139,17999.9693,17859.2324,16991.2459,17152.0948,24459.8536,30440.5108,32690.4303,31308.6508,39574.5398,39544.4947,40713.6882,39237.1187,43091.7771,50113.8321,48092.6433,41584.4418,42680.5867,41695.6913,38865.0219,39638.7911,42458.7385,49335.7456,54659.4571,56242.8934,59011.0325,64989.1553,74175.1928,71568.3124,76531.3728,90476.759,85836.2077,87304.3306,88724.9911,83806.4476,82153.0745,82254.377,85217.3692,84121.931,85897.7843,93664.7737,94394.5107,100631.803,103669.872
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40472.6654,42443.72,43479.1941,41873.7406,44459.7318,48570.7797,56259.5344,57647.1189,62745.1007,74139.978,,57778.5407,56121.6387,60419.2322,58813.9365,59304.8509,64700.7424,61852.0736,55950.1483,55806.5709,60783.3529,60568.1083,56785.9402,66912.1753,67627.3084,74589.1381,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,516.487539,594.436306,678.584337,657.719197,685.970203,686.123542,790.361774,764.265129,765.847402,873.58189,940.648345,1098.9147,1185.04995,1666.99543,1578.58368,732.054407,970.957315,1296.86855,1465.45606,1962.08186,2570.84312,3012.34478,1663.28043,1715.40346,1636.22476,1446.80605,1524.97809,1767.4139,2013.53988,2277.84764,2487.7683,2798.34262,3351.84109,3540.91377,4012.1016,5081.46828,5333.50439,5741.95843,5419.82417,4933.55582,5052.99246,4563.5953,4430.84741,4773.40178,6120.59152,7480.32331,9318.65655,10346.4138,10683.2189,10098.8017,12632.8705,14487.3928,15241.907,15683.5486,14529.6767,13433.9203,13649.852,14879.9086,15659.4809,14495.7167,13114.8155,16206.8325,15405.6166,17067.0365,16709.8894
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.7150749,75.9655011,71.0616846,74.4681541,85.6611075,98.6681689,104.506464,96.761448,91.6454582,100.308139,113.346243,118.842492,132.09741,157.339888,160.402547,178.621249,165.680988,185.728621,156.655617,184.285853,195.14948,197.425511,203.722788,225.865347,251.192686,295.007446,282.445603,252.25676,284.023573,311.429461,318.503354,334.130288,367.822652,378.939353,475.677874,612.680278,713.337388,786.743549,835.095349,881.146614,969.199514,1065.40598,1163.55958,1306.97245,1530.92726,1777.64497,2129.25697,2734.7271,3523.44302,3898.24459,4629.24552,5703.76028,6405.05742,7147.03519,7781.06597,8175.33285,8254.86859,8979.67653,10085.6638,10342.901,10627.4638,12887.4357,12970.6056,12951.1782,13303.1482
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,148.680789,162.262764,163.07668,185.076826,215.50624,207.044839,221.786392,225.620934,256.768714,262.192286,268.957734,280.33366,312.942348,405.568979,474.223861,574.626406,660.538618,855.655691,1039.11498,1157.0014,1237.80217,985.507548,849.479705,737.449969,708.940252,694.951691,877.154957,929.611363,909.534182,832.559838,885.647842,827.241889,844.902224,804.149657,581.888469,740.4731,1170.23622,1124.65675,1177.37134,1096.13521,936.636541,924.727295,967.815864,1111.17135,1199.82525,1197.74617,1230.43057,1367.53818,1583.97067,1540.45394,1553.54887,1596.62827,1546.94602,1786.15862,1991.36539,1814.71855,1862.59597,1964.2993,2130.86619,2141.76836,2179.72935,2455.98128,2333.37128,2554.67305,2709.89512
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,119.053941,124.593166,130.04257,131.642015,139.22811,142.704308,145.805983,156.621291,170.782667,175.150496,178.488983,186.72482,220.108721,271.75729,299.908339,386.23645,381.429915,435.408656,581.989336,718.356902,784.116227,749.847541,732.25072,745.513189,771.702146,875.337722,1178.59375,1258.31413,1145.16556,1000.89261,1086.71701,1014.82897,1005.44898,1309.9363,700.709502,832.006674,826.965322,783.251602,798.745621,796.26265,708.565732,715.470296,789.623811,988.241277,1133.39327,1142.62466,1191.45459,1325.67248,1492.1427,1461.38999,1398.58702,1513.96057,1449.09874,1575.92882,1649.44339,1415.0001,1441.72017,1496.08952,1610.69642,1555.2266,1555.60371,1672.32657,1604.87727,1736.86091,1762.36835
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.07455,197.080395,235.127291,376.38337,169.94926,232.037397,252.770362,183.291086,205.645996,257.144637,242.21976,270.336629,290.511803,360.562592,428.074954,444.693899,408.422391,509.488369,615.084195,582.089432,538.911839,455.912227,481.740978,376.28548,259.80189,230.132255,250.900914,230.086416,257.725152,254.231038,254.872656,253.796428,209.726549,263.335583,136.542548,127.008079,127.416133,132.323521,131.461339,96.3192243,377.925421,142.678143,162.380529,161.491554,180.664765,203.561669,238.417639,267.888509,307.319639,280.798052,314.538586,364.714192,400.059902,431.191528,458.004542,467.914581,442.310472,436.584535,528.25602,557.044161,507.52123,558.034077,642.612267,633.395662,647.435705
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,124.65967,139.872074,149.59125,150.650752,158.061965,164.186893,177.551344,185.656604,190.842257,195.431024,196.732416,223.538724,276.27185,353.380994,369.945184,471.473628,452.578147,448.136782,502.704251,670.245223,932.646715,1066.18678,1130.97081,1075.34826,1097.04959,1049.31821,872.048698,1052.33894,984.376286,1032.86497,1175.66709,1112.53521,1164.22443,1034.37201,661.904274,769.606795,898.79405,804.30405,660.379775,776.41635,1024.30159,854.598314,905.538136,1016.82363,1306.10136,1799.05158,2103.58214,2206.47102,2832.09178,2271.15219,2946.55798,3396.16506,3732.32737,3697.41706,3601.23658,2439.35189,2093.10729,2211.6331,2694.43413,2488.42467,1993.58667,2516.16255,2620.83804,2477.97845,2482.24895
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,258.304434,282.099441,298.543862,282.58833,338.675935,317.064563,290.253386,302.832508,301.526503,317.868798,345.879102,366.825168,397.412117,462.064376,541.749902,561.098036,643.007914,798.203022,932.392695,1095.03138,1279.50117,1362.18333,1425.39937,1383.79246,1335.52822,1192.21877,1169.46212,1192.58829,1259.61741,1244.32695,1474.84553,1499.71104,1729.66397,1930.05977,2325.97557,2583.34991,2664.45626,2873.20019,2605.99938,2243.64205,2555.00751,2472.99084,2428.9297,2311.94219,2818.57195,3456.06611,3789.85361,4769.92615,5541.8363,5250.97292,6398.29584,7400.99407,8108.59838,8279.10256,8187.20825,6248.51491,5959.8425,6479.53231,6816.96818,6472.54545,5339.68711,6222.62164,6680.44507,7000.83661,7913.98801
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,628.383374,565.227708,515.230802,521.799389,489.086678,506.566456,699.186417,822.353267,845.413856,788.442399,966.320385,930.969561,983.392534,956.087576,662.023189,812.215997,793.524847,717.727665,716.43224,727.25836,655.007797,691.699909,762.11693,959.787895,1091.27216,1103.20658,1154.90422,1289.73631,1455.02769,1410.30517,1386.57534,1531.43969,1490.31426,1603.32653,1615.71718,1329.37048,1365.48403,1423.9248,1540.71132,1519.26386,1527.16991,1587.72989,1533.87755,1682.20285,1784.11547
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,439.982602,425.407689,422.664668,410.112647,385.45142,396.494191,541.142986,658.415191,729.470013,727.151686,817.442926,831.613888,907.84791,1220.04998,991.108974,1165.13832,1179.51523,1133.57423,1186.74295,1326.74467,1189.51479,1223.33055,1328.57874,1717.97565,1929.49081,2004.1468,2256.99666,3324.57675,3908.64886,3659.72046,3579.46006,4002.01387,3736.81517,3960.97597,3985.60707,3415.06267,3608.96605,3893.09571,4294.9651,4380.78117,3539.22661,3971.44409,4323.31362,4861.29184,5272.85253
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,382.309122,355.844448,335.221589,345.505369,353.710897,373.83569,395.152498,413.996506,444.805257,477.081347,535.53968,570.36023,638.851012,768.944717,817.076691,936.993197,1123.28179,1393.37514,1555.83716,1734.5956,2020.99068,1068.04672,1032.40548,1212.55765,1372.2015,1429.37836,1568.5641,1567.03205,1554.74049,1725.13936,1829.66871,2253.38192,2612.38756,2840.38706,3039.56329,3275.25256,3226.96396,3407.77613,3617.45757,3690.96155,3812.75388,3985.12985,4067.71851,4173.14856,4431.01172,4703.00722,5256.59641,6137.712,6937.24262,6832.6983,8265.7882,9276.39108,10126.9991,10803.2402,10911.4979,11714.7106,12091.0302,12317.0903,12590.2494,12884.686,12394.0494,12838.1185,13625.9008,16942.0268,18587.1532
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,455.490442,486.57113,507.847334,530.733581,555.235937,584.032637,609.204935,654.511742,659.55712,704.371935,730.704087,780.66422,858.376052,987.049904,1295.57997,1474.07314,1497.92274,1786.94633,2023.78594,2491.90112,3199.78302,3496.70815,3851.96097,3793.64093,3908.46278,3907.19546,3307.33905,3439.60046,3530.0769,3468.5894,3713.80454,3792.33438,3842.81867,3699.02306,3929.28365,4144.62731,4424.573,5198.63165,5558.94057,5960.02153,6477.4574,6647.8148,6903.25781,7551.24282,8233.76963,9439.49812,10883.2162,12135.1286,13890.2385,11554.1764,12594.8735,13449.4808,14172.8905,14504.7156,14888.544,14402.4726,13297.7443,13637.1207,13815.3265,13938.2023,11925.7574,13833.3099,17355.8367,17582.2637,20173.9565
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,645.144918,770.08497,891.631749,1079.13082,1216.74148,1374.23964,1440.73046,1472.37882,1837.39107,2005.91326,2030.93362,2045.85231,2113.80859,2222.48851,2386.44595,2256.56949,2364.8956,2439.584,2632.04177,2565.54118,2694.31698,2268.83493,2047.679,2063.20366,2613.28972,2785.24443,2282.18809,2306.42483,2332.30656,2561.7798,2751.38177,2842.96704,3005.21104,3202.7811,3399.21963,3786.33799,4329.98266,4807.43889,4986.12436,5089.2352,5272.26756,6104.46105,6470.83673,6828.36428,7146.70459,7727.91997,8110.55874,8610.6083,8911.46206,9232.26116,9605.26125,,,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15841.2612,16609.8455,16723.6925,16695.7351,16671.3403,17032.3357,17400.1638,18005.7166,19423.3352,19540.2477,19847.231,19426.3264,19809.8223,19721.2922,19623.03,19361.813,18944.0961,18938.244,19119.1244,19220.6866,16356.0933,17979.9983,20501.7523,21061.7416,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87085.0937,89888.2618,89655.1196,81373.5712,76837.67,75280.9608,75101.5914,75113.7332,75845.306,76379.2095,77802.2542,80053.9445,83865.5532,88254.2904,82338.7983,86438.4453,92202.1478,97749.5079,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.329895,1157.41162,1476.24756,1929.39929,2559.229,4232.02295,4033.24048,4122.78467,4091.04858,4258.74365,4488.28711,5642.63135,6690.57813,7645.62988,8038.91406,9641.5752,9696.09961,11310.0723,10526.1416,11617.6924,15261.417,15139.2207,14234.2412,15092.8281,15287.918,14388.3525,14821.4492,16093.2158,20252.2461,23792.6191,24959.2617,26729.2813,31244.8789,35397.2969,32236.4492,31105.0273,32485.7969,28991.9355,27797.457,27244.3516,23487.2285,24715.1543,26696.9902,29599.9863,29703.0527,28649.0156,33734.0352,33894.4492,36551.418,38654.168
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969.36734,2917.08655,3396.70972,3984.14634,4663.28665,5865.29461,6573.19643,6069.38762,6526.59636,6377.62111,6062.92153,6669.07495,8101.26019,9852.45678,11782.5547,13442.4916,15259.0788,18452.6533,22774.7045,19817.4216,20160.4355,22049.1081,20014.0354,20260.4955,20038.4163,17931.5988,18753.9687,20913.1976,23705.933,24062.719,23472.8915,27696.462,28282.2237,31591.0568,31706.6234
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,1162.12267,1315.90788,1430.52096,1502.15453,1637.45523,1774.19869,1870.8054,1885.61597,2025.08159,2281.27598,2771.28311,3203.82885,3823.94033,5065.24523,5659.73788,6259.20744,6659.16547,7711.10232,9516.78283,11322.3543,12182.78,10246.4768,9950.05926,9900.48559,9347.29068,9464.11695,13511.152,16738.6133,17996.9784,17829.461,22385.6778,23443.3351,26559.8544,25616.6509,27201.9594,31747.2449,30599.7891,27046.9565,27395.9441,26965.4923,23925.856,23878.3641,25486.5942,30711.1023,34566.7359,35084.4364,36980.335,42350.9217,46386.3296,42487.2137,42409.9357,47646.582,44735.5882,47220.0102,48971.0825,41911.011,42961.0357,45526.6,48874.8595,47623.8656,47379.7652,52265.6542,49686.1155,53940.4073,55800.2195
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,846.785538,,821.68257,816.874614,781.916839,780.497719,732.733102,763.659215,758.733843,784.556207,786.201867,761.943659,748.23284,735.349108,740.21931,737.612184,742.133791,743.01327,764.634465,806.261653,844.448357,898.464628,969.57322,1119.15233,1150.93759,1213.23353,1306.34553,1400.19358,2075.94498,2214.62084,2376.12555,2510.43001,2618.95521,2718.08339,2837.16902,2844.88811,3025.91126,3133.2578,3397.52016,3496.47112
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,633.551742,785.575815,754.091461,996.191362,1124.97453,1231.66928,1363.43801,1514.89218,1665.53207,1892.86556,2138.30385,2423.32574,2639.04955,2892.9816,3171.36578,3376.2605,3536.15609,3805.20279,3951.72267,4210.99532,4372.19713,4664.24268,4817.18106,4867.39896,5527.51527,5488.02785,5447.44011,5778.83307,5695.22442,6055.7811,6459.03504,6971.32634,7487.4901,7549.61965,7705.40717,7528.51002,7822.21797,8131.74876,8282.59875,8802.56172,8224.64897,9215.30854,9491.14996,7827.74843,8376.40414,9323.66089,9912.96213,10405.2788
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1389.02139,1530.53779,1711.21814,1807.25279,2049.39724,2284.2285,2487.13627,2700.74638,2776.13545,3151.13324,3464.45518,3845.59907,4653.95588,6116.89199,6763.86593,7988.15613,8773.33962,9769.57864,11817.6251,13757.2344,13822.1578,12000.2104,11740.2199,11796.5692,11516.6822,12212.7874,17136.6297,21295.6769,22524.5793,21882.1517,26885.6994,27002.8058,29579.4914,27581.7241,29967.8304,35321.0981,35621.9878,32779.879,33346.4884,33426.2381,30722.0252,30768.4775,33257.1623,40519.0975,46625.0501,48925.8077,52119.1788,58631.6566,64616.6658,58412.7472,58104.5446,61809.7379,58443.7747,61377.5941,62520.451,53094.0134,54500.926,57521.5515,61324.7665,59404.2663,60985.4886,69727.9874,68091.3191,68453.8769,71851.7562
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,205.73151,193.908989,236.8147,262.186358,277.297158,233.160574,250.876692,256.206597,259.574438,287.699306,337.668124,368.349648,427.224846,490.315495,595.356678,713.168169,762.778347,862.976049,868.397372,983.739706,1180.18089,1288.46563,1376.2682,1499.95575,1843.52461,784.48881,931.65953,868.087558,783.913142,954.914504,989.163941,1345.84674,1558.29782,1722.41996,1891.67056,2109.16941,2270.86559,2448.89394,2607.85457,2620.88968,2831.45884,2935.89367,3065.6033,2383.26172,2451.69162,3878.31207,4055.1427,4649.64559,5023.58513,4973.95187,5478.6247,5826.51014,6013.81965,6136.59429,6496.45167,6800.95309,7160.44201,7412.71572,7882.98222,8183.01624,7135.22273,8527.07549,10104.2449,10630.4317,10875.6618
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,238.392477,209.370673,169.602863,225.58466,238.863802,253.62206,241.44897,261.792442,292.436036,315.914656,352.845767,360.111082,469.030997,589.518127,872.889277,992.302037,1080.38621,1232.49419,1505.94222,1843.1193,2275.77971,2307.33434,2274.87801,2373.82512,2524.38071,2632.51711,2800.20271,2847.07767,2450.87242,2247.46027,2445.18333,1759.11202,1802.69301,1831.04801,1525.54062,1466.94807,1616.83199,1628.76101,1603.36623,1596.11822,1772.92869,1896.30021,1937.46411,2283.77299,2816.99385,3233.1334,3660.66105,4167.4517,5180.91882,4235.4299,4912.78586,5916.31364,6033.64885,5979.60139,6094.69392,4685.05903,4424.98529,4554.66754,4577.21029,4468.45342,3743.54195,4160.55927,4961.55258,5364.02795,5631.17999
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,90.2785019,79.5585082,71.6155291,75.513122,85.1181846,96.7854396,103.042905,97.50381,96.0395573,105.108977,113.922517,119.112482,132.336285,162.645725,180.408281,198.67251,198.554468,225.243014,215.184313,245.267887,278.675552,292.964871,302.516686,311.472794,332.153258,357.905467,351.028816,340.936767,371.925439,395.42603,416.938782,445.804753,493.060884,533.886062,634.195223,772.305562,876.039167,895.630129,809.008903,881.637386,961.303434,1014.52722,1114.00178,1251.28012,1439.93465,1653.68144,1976.6339,2481.38953,3117.8339,3359.52009,4057.86842,4913.89621,5434.82747,5952.77111,6373.65106,6589.77384,6683.18387,7241.92534,8045.94449,8286.43968,8391.36838,9974.6364,10106.8725,10125.7668,10396.8255
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,149.209963,158.356881,156.136437,167.994096,187.777251,198.677696,192.049072,197.797069,210.340428,229.324238,238.130848,250.299744,269.699977,336.72657,460.564415,481.023468,512.730023,559.48329,624.22285,716.850137,868.859695,937.713574,871.031183,856.789533,847.23234,823.985758,807.917612,801.026855,825.277393,819.840382,937.569727,971.773804,1032.69554,1090.64603,1122.90553,1122.45571,1192.38014,1247.84337,1209.12473,1254.96113,1346.07545,1311.02609,1251.11534,1368.19686,1562.64952,1787.58345,2010.20656,2341.33634,2592.85064,2455.72963,2936.94376,3261.14563,3360.45461,3363.11822,3431.30202,3219.68827,3269.98433,3505.10622,3515.76622,3543.32391,3250.74975,3765.5108,4113.00085,4313.64804,4510.25268
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,150.820305,151.72386,153.165885,166.860857,187.167392,203.529401,221.994931,235.508601,253.8586,285.315927,320.297541,346.747311,421.117128,542.912408,613.559576,659.284494,713.219851,836.970523,1041.33627,1113.78711,1187.30663,1288.26119,1241.51463,1300.325,1370.13657,1423.47609,1831.5222,2115.71236,2502.35822,2565.2538,2637.44274,2937.09019,3167.86193,3498.39547,3864.30292,4334.6038,4126.98326,3899.54358,3452.62044,3818.45806,4092.57974,3773.32778,3802.5865,4150.18639,4619.99486,4893.12138,5150.19682,5716.34897,6547.77033,6694.48388,7760.44828,8929.66685,9479.32344,9522.6675,9759.27563,9657.5289,9928.6715,10526.6772,11394.4809,11578.2748,11595.2941,13282.7637,13084.2848,13117.9095,13349.0833
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.88932,1298.98202,1455.18665,1720.28727,1641.37732,1566.68518,1607.78744,1253.86035,1432.85055,1511.64605,1598.76624,1940.52719,1765.85201,1788.70902,1527.60474,1769.5365,2246.15793,2877.76716,3567.78474,4130.92758,5189.13402,6169.16879,5105.02072,5995.07851,6762.72946,7071.92004,7646.16668,7273.11278,6282.95418,5977.68551,6112.70277,5952.25003,6020.6367,5733.41762,6623.35138,7247.60981,8571.41019,9668.56271
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,638.481075,694.427539,750.796641,811.73225,886.976492,956.766518,1024.96545,1078.84499,1126.30164,1238.1702,1381.26273,1546.85252,1839.78791,2322.45231,2604.69394,3019.09508,3117.17319,3501.86734,4262.63971,5162.39206,5795.14317,5128.67236,4914.28936,4738.47829,4527.78307,4656.25367,6311.87015,7746.27087,8570.77534,8631.0082,10494.4258,10760.1647,11479.0733,10513.6226,10969.2815,12648.8006,12886.4348,12204.4603,12504.3727,12364.9119,11645.2689,11749.6736,12843.4681,15575.9794,18102.9866,19215.6623,20751.0873,24175.0503,26501.4657,23237.1151,23684.8766,26221.7857,25146.0198,26177.1096,26444.793,22676.9495,22496.7759,23780.6168,25362.6758,24975.4166,24121.4791,27591.4109,27782.8616,29835.7181,31392.582
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,450.776317,371.395176,312.43541,364.743594,435.763463,450.049783,444.623112,453.645286,445.227989,520.843985,465.04032,434.41588,487.972047,578.954931,953.846558,1086.17615,1241.91098,1464.94058,1541.1376,1783.29281,2189.78418,2600.57153,2314.38355,1940.23393,1863.68213,1841.77905,1604.24698,1426.01629,1303.77906,1356.28046,1455.00749,1587.3605,1655.44613,1697.88884,1996.85895,2108.00698,2135.84794,2340.766,2284.01573,1575.30235,1382.23422,1791.3036,2059.15855,2315.62215,2586.20915,2909.02606,3243.6701,3478.92489,4194.75751,4053.36331,4520.30959,5153.69164,5634.08393,6109.29032,6405.79979,5976.15968,5917.63771,6233.32245,6303.91887,6205.05765,5463.64515,6061.3235,6515.58528,6737.84748,6874.70574
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,156.387397,162.841644,142.409577,143.928403,157.716537,161.567124,168.054343,174.103045,179.774097,192.964909,232.272492,242.97107,256.482816,272.18271,243.061474,299.217518,334.609918,353.403834,354.674246,420.858217,493.053573,490.308797,595.918898,648.01363,689.807676,769.755137,790.201794,753.722264,633.839369,701.037718,735.982935,622.829605,680.799239,740.334217,807.303537,916.326618,1008.97638,1146.20172,1212.8226,1268.30949,1366.09274,1295.13742,1116.82885,1031.27556,991.255689,1105.53921,1298.979,1547.74171,1896.21594,2161.63965,2455.08195,2590.64385,2996.06771,3025.52564,3133.39102,3306.98159,3270.62878,2395.10333,2484.70316,2962.98892,3511.11381,3827.35415,4233.30784,3456.78968,3338.47371
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,930.646698,1026.60541,1125.78414,1228.37678,1349.14592,1462.13764,1569.24256,1655.91845,1768.53345,1962.34429,2210.53516,2491.16136,2989.59793,3857.61566,4350.2503,5015.42434,5213.07395,5908.68719,7203.60563,8690.83859,9689.63756,8385.37449,8096.36448,7882.88748,7550.82987,7742.59506,10846.4729,13379.9532,14667.4326,14916.0812,18683.5116,19305.465,21178.5256,19310.813,20344.7655,23430.2421,23652.3521,21582.2302,22144.6949,22011.261,20039.4003,20289.6505,22047.2796,27010.5876,30803.2861,31781.6619,33646.2502,38544.2485,42174.6918,38467.8658,37495.4821,40574.3722,37486.6282,39101.8249,39982.9007,34467.5767,35232.2696,37237.5364,40096.7122,39212.5111,38234.5336,42967.2552,41446.4323,45068.7011,46724.3556
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.240963,252.085777,277.801424,285.402184,325.838705,318.980961,341.917364,311.336209,314.357397,325.409162,304.775756,348.950327,426.840948,412.753079,447.997405,480.447624,490.066956,642.925723,539.699512,688.68166,,,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,407.963028,463.190441,535.391059,627.278451,694.952087,797.377066,915.629234,996.571864,978.292374,1109.13637,1211.42343,1361.19252,1707.588,2245.94799,2747.96037,3207.54465,3276.97023,3624.9994,4353.32737,5766.09297,6204.14322,5367.32976,5156.02304,4475.30127,4486.78174,4696.2988,6508.85065,8233.72823,9696.19285,10674.341,13795.0159,14801.3226,16100.6799,13330.3798,13405.7044,15460.911,16100.6216,14722.3718,15382.3349,15707.9473,14743.2671,15368.2338,17111.0685,21522.0171,24925.0268,26450.953,28421.6865,32652.0156,35603.2483,32279.8208,30658.7422,31824.6219,28456.4438,29228.8466,29707.7655,25982.4416,26755.6061,28381.3426,30602.4213,29786.5246,27233.9426,30799.4776,30270.2687,33509.0128,35297.0095
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.90889,2819.12612,3134.38975,3380.9263,3682.9523,4093.39248,4140.9366,4070.60902,4502.66615,5343.18311,7205.40703,8916.07283,10414.6381,12641.4801,16745.4308,18205.9064,14712.4494,14663.7041,17555.5455,17568.2138,19310.3875,20581.7899,17722.1558,18666.3737,20851.5223,23618.1361,24021.2501,23933.9939,27953.767,28451.1478,30133.3045,31170.0915
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,75.3396091,76.7301966,77.790185,79.1726344,83.8368648,88.8500294,93.1549468,96.0864747,99.4743651,102.280178,109.430466,112.736674,119.839997,134.935511,147.855723,144.280538,151.956187,170.404144,178.302481,192.357117,203.685394,212.657518,215.250985,232.683474,214.22886,243.897383,245.977229,254.121329,253.248262,256.386475,262.108971,277.56591,207.406401,168.520401,127.685923,136.523619,147.327459,143.369531,126.465096,120.734631,122.269203,118.457204,109.593814,116.800491,133.169813,158.243458,189.345738,237.146256,316.410475,368.574712,330.619413,343.024942,452.101032,484.039833,549.986577,621.845674,696.196085,745.632434,747.968004,828.709081,905.313159,910.947887,1011.07332,,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,796.566286,877.751259,962.089052,1048.04049,1152.29736,1250.4739,1343.23042,1419.45227,1512.77032,1676.5598,1885.40996,2119.45854,2540.11479,3266.4982,3675.47074,4252.34765,4432.5121,4997.86969,6057.75984,7288.84285,8116.45068,7053.64342,6783.33143,6578.61551,6326.07393,6490.27034,9042.12333,11144.9727,12196.91,12414.3579,15470.4188,15952.0428,17470.0726,15908.7869,16826.1355,19470.1067,19755.2496,18093.6263,18616.5172,18506.599,16976.0491,17230.6514,18797.815,23020.9595,26368.6821,27431.5034,29200.6008,33704.6865,37170.4299,33634.9364,33122.5583,35967.0114,33328.772,34808.0026,35592.8875,30769.0906,31462.4341,33391.9679,36054.3954,35374.6444,34698.4032,39214.3661,37962.8295,41392.0744,43145.1567
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,139.231374,142.317146,153.89119,172.06072,152.305627,163.67475,170.826371,164.786052,178.026926,195.3585,227.489653,229.032882,259.185867,313.214958,460.43684,493.191562,572.056813,617.031516,660.329056,811.850593,1003.58359,1293.51442,1207.39079,1018.7727,895.265103,888.887443,800.489305,786.428451,834.677114,806.989619,1120.71457,774.289395,672.331354,667.014894,652.425218,776.542627,820.035359,898.381584,901.021069,656.861875,750.920749,718.19493,683.862456,702.403264,872.112688,1079.16294,1318.83234,1577.49032,1968.21502,1739.73066,2014.9012,2053.0977,2242.84085,2273.27217,2355.76885,1815.53208,1635.50703,1706.44327,1823.3123,1893.88269,1685.09795,1757.3564,1897.94911,1722.02198,1571.80043
